parent_community,subcommunity_id,size,top_label,top_global_pr,top5_labels,avg_in_degree,top_betweenness_label
4,C4_S18.0,49,State_Of_Bihar_And_Anr_vs_J_A_C_Saldanha_And_Ors_on_13_November_1979,0.00017594,"State_Of_Bihar_And_Anr_vs_J_A_C_Saldanha_And_Ors_on_13_November_1979 | State_Of_West_Bengal_Ors_vs_Swapan_Kumar_Guha_Ors_on_2_February_1982 | M_S_Medchl_Chemicals_Pharma_P_Ltd_vs_M_S_Biological_E_Ltd_Ors_on_25_February_2000 | Hridaya Rangan Pd. Verma And Ors vs State Of Bihar And Anr on 31 March, 2000 | Pratibha_Rani_vs_Suraj_Kumar_Anr_on_12_March_1985",2.6,State_Of_Bihar_And_Anr_vs_J_A_C_Saldanha_And_Ors_on_13_November_1979
4,C4_S23.0,49,A_R_Antulay_vs_R_S_Nayak_Anr_on_29_April_1988,0.00010345,"A_R_Antulay_vs_R_S_Nayak_Anr_on_29_April_1988 | Apar (P) Ltd. And Anr. vs Union Of India (Uoi) And Ors. on 4 October, 1991 | A_R_Antulay_vs_Ramdas_Sriniwas_Nayak_And_Another_on_16_February_1984 | R.S. Nayak vs A.R. Antulay & Anr on 17 April, 1986 | Usmanbhai Dawoodbhai Menon & Ors. Etc vs State Of Gujarat on 14 March, 1988",4.0,A_R_Antulay_vs_R_S_Nayak_Anr_on_29_April_1988
4,C4_S2.0,42,"Kehar Singh & Ors vs State (Delhi Admn.) on 3 August, 1988",0.00021695,"Kehar Singh & Ors vs State (Delhi Admn.) on 3 August, 1988 | Kartar_Singh_vs_State_Of_Punjab_on_11_March_1994 | Collector Of Customs, Madras And Ors vs D. Bhoormul on 3 April, 1974 | Ajay Agarwal vs Union Of India And Ors on 5 May, 1993 | Sardar_Sardul_Singh_Caveeshar_vs_State_Of_Maharashtra_And_Connected_on_18_March_1963",4.3,Kartar_Singh_vs_State_Of_Punjab_on_11_March_1994
4,C4_S0.0,39,Munshi_Ram_And_Others_vs_Delhi_Administration_on_27_November_1967,0.00013836,"Munshi_Ram_And_Others_vs_Delhi_Administration_on_27_November_1967 | Puran Singh & Ors vs State Of Punjab on 25 April, 1975 | Mohan_Singh_vs_State_Of_Punjab_on_15_March_1962 | Bankey Lal And Ors. vs State Of U.P. on 4 February, 1971 | Darshan Singh vs State Of Punjab & Anr on 15 January, 2010",1.8,"Puran Singh & Ors vs State Of Punjab on 25 April, 1975"
4,C4_S13.0,37,"Central Bureau Of Investigation, ... vs Duncans Agro Industries Ltd.,Calcutta on 9 July, 1996",0.00034166,"Central Bureau Of Investigation, ... vs Duncans Agro Industries Ltd.,Calcutta on 9 July, 1996 | Janata_Dal_vs_H_S_Chowdhary_And_Ors_on_28_August_1992 | Mohan_Lal_Anr_vs_Ajit_Singh_And_Anr_on_2_May_1978 | State Of Bihar Etc. Etc vs P.P. Sharma, Ias And Anr on 2 April, 1991 | Gian Singh vs State Of Punjab & Anr on 24 September, 2012",3.4,Umesh Kumar vs State Of A.P.And Anr
4,C4_S5.0,36,The_State_Of_Gujarat_vs_Jaswantlal_Nathalal_on_23_November_1967,2.503e-05,"The_State_Of_Gujarat_vs_Jaswantlal_Nathalal_on_23_November_1967 | State of U.P. v. Naresh and Ors. | S.W. Palanitkar And Ors vs State Of Bihar And Anr on 18 October, 2001 | Union Of India And Another vs W.N. Chadha on 17 December, 1992 | Bhushan Kumar & Anr vs State(Nct Of Delhi) & Anr on 4 April, 2012",2.0,"Deepak Gaba vs State Of Uttar Pradesh on 2 January, 2023"
4,C4_S36.0,36,Lalita Kumari vs Govt.Of U.P.& Ors,5.03e-06,"Lalita Kumari vs Govt.Of U.P.& Ors | Preeti Gupta & Anr vs State Of Jharkhand & Anr on 13 August, 2010 | Hitesh Verma vs The State Of Uttarakhand | Dr. Subhash Kashinath Mahajan vs The State Of Maharashtra | Central Bureau Of Investigation (Cbi) vs Thommandru Hannah Vijayalakshmi @ T.H. ... on 8 October, 2021",2.4,"State Of Punjab vs Brij Lal Palta on 26 August, 1968"
4,C4_S33.0,33,"P. C. Purushothama Reddiar vs S. Perumal on 2 December, 1971",0.00022369,"P. C. Purushothama Reddiar vs S. Perumal on 2 December, 1971 | Arnit Das vs State Of Bihar on 9 May, 2000 | Sanjay @ Kaka Shri Nawabuddin @ Nawab ... vs The State (N.C.T. Of Delhi) on 7 February, 2001 | Mohmed Inayatullah vs The State Of Maharashtra on 9 September, 1975 | R. M. Malkani vs State Of Maharashtra on 22 September, 1972",2.1,"Dalbir Kaur & Ors vs State Of Punjab on 20 August, 1976"
4,C4_S14.0,30,"R. Pandian And Anothera. Deivendran Son ... vs State Of Tamil Naduthrough The ... on 21 October, 1997",0.00014176,"R. Pandian And Anothera. Deivendran Son ... vs State Of Tamil Naduthrough The ... on 21 October, 1997 | Hiten P. Dalal vs Bratindranath Banerjee on 11 July, 2001 | The State Of Gujarat vs Anirudhsing & Anr on 10 July, 1997 | Romesh Chandra Mehta vs State Of West Bengal on 18 October, 1968 | Raja_Ram_Jaiswal_vs_State_Of_Bihar_on_4_April_1963",3.2,"R. Pandian And Anothera. Deivendran Son ... vs State Of Tamil Naduthrough The ... on 21 October, 1997"
4,C4_S29.0,28,"Satvir Singh And Ors vs State Of Punjab And Anr on 27 September, 2001",2.963e-05,"Satvir Singh And Ors vs State Of Punjab And Anr on 27 September, 2001 | Tarsem Singh vs State Of Punjab | Shyamal Ghosh v. State of West Bengal | Laltu_Ghosh_vs_The_State_Of_West_Bengal_on_19_February_2019 | Major Singh & Anr vs State Of Punjab",1.5,"Satvir Singh And Ors vs State Of Punjab And Anr on 27 September, 2001"
4,C4_S40.0,26,"Siddharam Satlingappa Mhetre vs State Of Maharashtra And Ors on 2 December, 2010",4.76e-06,"Siddharam Satlingappa Mhetre vs State Of Maharashtra And Ors on 2 December, 2010 | Sushila Aggarwal vs State (Nct Of Delhi) | Gujarat_Steel_Tubes_Ltd_vs_Gujarat_Steel_Tubes_Mazdoor_Sabha_on_19_November_1979 | Narendra Champaklal Trivedi vs State Of Gujarat on 29 May, 2012 | Rattiram & Ors vs State Of M.P.Tr.Insp.Of Police",2.0,Gujarat_Steel_Tubes_Ltd_vs_Gujarat_Steel_Tubes_Mazdoor_Sabha_on_19_November_1979
4,C4_S28.0,25,Sidhartha Vashisht @ Manu Sharma vs State (Nct Of Delhi),4.57e-06,"Sidhartha Vashisht @ Manu Sharma vs State (Nct Of Delhi) | Vijay Kumar vs State Of U.P. & Anr on 3 August, 2011 | State Tr.P.S.Lodhi Colony,New Delhi vs Sanjeev Nanda on 3 August, 2012 | Asha Ranjan vs State Of Bihar And Ors | Natasha Singh vs Cbi (State) on 8 May, 2013",2.0,"Saktu And Anr. vs State Of U.P. on 27 October, 1972"
4,C4_S9.0,22,"State Of U.P vs Anil Singh on 26 August, 1988",0.00017366,"State Of U.P vs Anil Singh on 26 August, 1988 | Ambika Prasad And Another vs State (Delhi Administration, Delhi) on 21 January, 2000 | Paras Yadav And Ors vs State Of Bihar on 12 January, 1999 | Sunder_Singh_And_Others_vs_The_State_Of_Punjab_on_19_January_1962 | Gajoo vs State Of Uttarakhand on 13 September, 2012",1.5,"Ambika Prasad And Another vs State (Delhi Administration, Delhi) on 21 January, 2000"
4,C4_S27.0,20,Nishant Aggarwal vs. Kailash Kumar Sharma,4.09e-06,"Nishant Aggarwal vs. Kailash Kumar Sharma | Msr Leathers vs S. Palaniappan And Anr on 26 September, 2012 | C.B.I., A.H.D., Patna vs Braj Bhushan Prasad & Ors on 5 October, 2001 | Subodh S. Salaskar vs Jayprakash M. Shah & Anr | Vikram Singh @ Vicky & Anr vs Union Of India & Ors",1.3,"Abdul Karim vs M. K. Prakash And Ors on 30 January, 1976"
4,C4_S16.0,19,"Abdul Wahab Ansari vs State Of Bihar & Anr on 17 October, 2000",1.161e-05,"Abdul Wahab Ansari vs State Of Bihar & Anr on 17 October, 2000 | Virupaxappa_Veerappa_Kadampur_vs_The_State_Of_Mysore_on_9_November_1962 | Ravulappalli Kondaiah And Ors. vs State Of Andhra Pradesh on 20 November, 1974 | Gauri Shankar Prasad vs.  State of
Bihar  and  Anr. | Balbir Singh vs State Of Punjab on 10 November, 1994",2.0,"Balbir Singh vs State Of Punjab on 10 November, 1994"
4,C4_S34.0,16,"State Of Punjab vs Vk Khanna & Ors on 30 November, 2000",0.00010943,"State Of Punjab vs Vk Khanna & Ors on 30 November, 2000 | S.S.Chheena vs Vijay Kumar Mahajan & Anr on 12 August, 2010 | Gangula Mohan Reddy vs State Of A.P on 5 January, 2010 | M.Mohan vs State Tr.Dy.Supdt.Of Police on 1 March, 2011 | State Of A.P vs Gourishetty Mahesh & Ors on 15 July, 2010",1.8,"State Of Punjab vs Vk Khanna & Ors on 30 November, 2000"
4,C4_S19.0,14,"Gura Singh vs The State Of Rajasthan on 6 December, 2000",4.198e-05,"Gura Singh vs The State Of Rajasthan on 6 December, 2000 | Datar Singh vs The State Of Punjab on 19 December, 1973 | Rabindra Kumar Dey v. State of Orissa | Raghav_Prapanna_Tripathi_vs_The_State_Of_Uttar_Pradesh_on_4_May_1962 | Kansa Behera vs State Of Orissa on 12 April, 1987",1.9,Rabindra Kumar Dey v. State of Orissa
4,C4_S20.0,12,"Kirtikant D. Vadodaria vs State Of Gujarat & Anr on 26 April, 1996",3.973e-05,"Kirtikant D. Vadodaria vs State Of Gujarat & Anr on 26 April, 1996 | Smt. Chand Dhawan vs Jawaharlal Dhawan on 11 June, 1993 | Rajnesh vs Neha | Vinny Parmar vs Paramvir Parmar on 20 July, 2011 | Vimalben_Ajitbhai_Patel_vs_Vatslabeen_Ashokbhai_Patel_And_Others_on_14_March_2008",1.3,"Kirtikant D. Vadodaria vs State Of Gujarat & Anr on 26 April, 1996"
4,C4_S4.0,10,"Raghunath And Ors. vs State Of U.P. And Ors. on 23 January, 1973",6.518e-05,"Raghunath And Ors. vs State Of U.P. And Ors. on 23 January, 1973 | Md.Ibrahim & Ors vs State Of Bihar & Anr on 4 September, 2009 | State Of U.P vs Ranjit Singh on 19 February, 1999 | Daulat Ram vs State Of Punjab on 29 April, 1997 | Babu_Lal_vs_State_Of_Uttar_Pradesh_And_Others_on_18_September_1963",1.5,Babu_Lal_vs_State_Of_Uttar_Pradesh_And_Others_on_18_September_1963
4,C4_S25.0,10,"Smt. Parayankandiyal ... vs K. Devi & Ors on 26 April, 1996",0.0001204,"Smt. Parayankandiyal ... vs K. Devi & Ors on 26 April, 1996 | S.P.S. Balasubramanyam vs Suruttayan on 13 October, 1993 | Madan Mohan Singh & Ors vs Rajni Kant & Anr on 13 August, 2010 | Bharatha Matha & Anr vs R. Vijaya Renganathan & Ors on 17 May, 2010 | S.P.S. Balasubramanyam vs Suruttayan Alias Andali Padayachi And ... on 29 November, 1991",1.9,"Smt. Parayankandiyal ... vs K. Devi & Ors on 26 April, 1996"
4,C4_S21.0,9,S_Gopal_Reddy_vs_State_Of_Andhra_Pradesh_on_11_July_1996,6.06e-05,"S_Gopal_Reddy_vs_State_Of_Andhra_Pradesh_on_11_July_1996 | Kans Raj vs State Of Punjab & Ors on 26 April, 2000 | Bachni Devi & Anr vs State Of Haryana Th. Secy. Home Dep on 8 February, 2011 | Surinder Singh vs State Of Haryana on 13 November, 2013 | Nupur Talwar vs Cbi & Anr on 7 June, 2012",1.9,S_Gopal_Reddy_vs_State_Of_Andhra_Pradesh_on_11_July_1996
4,C4_S1.0,6,Avtar Singh vs Union Of India & Ors,4.28e-06,"Avtar Singh vs Union Of India & Ors | The State Of Madhya Pradesh vs Bhupendra Yadav on 20 September, 2023 | Commissioner Of Police vs Raj Kumar on 25 August, 2021 | The State Of Rajasthan vs Love Kush Meena on 24 March, 2021 | Satish Chandra Yadav vs Union Of India on 26 September, 2022",1.3,Avtar Singh vs Union Of India & Ors
4,C4_S24.0,4,Lachman_Utamchand_Kiriplani_vs_Meena_Alias_Mota_on_14_August_1963,5.775e-05,"Lachman_Utamchand_Kiriplani_vs_Meena_Alias_Mota_on_14_August_1963 | Sivasankaran vs Santhimeenal on 13 September, 2021 | V. Bhagat vs D. Bhagat on 19 November, 1993 | Smt. Roopa Soni vs Kamalnarayan Soni on 6 September, 2023",1.2,Lachman_Utamchand_Kiriplani_vs_Meena_Alias_Mota_on_14_August_1963
4,C4_S30.0,4,"Shambhoo Missir And Another vs State Of Bihar on 24 July, 1990",3.673e-05,"Shambhoo Missir And Another vs State Of Bihar on 24 July, 1990 | K.Ramakrishnan Unnithan vs State Of Kerala on 18 March, 1999 | Shivappa & Ors vs State Of Karnataka | Nagabhushan vs The State Of Karnataka",1.2,"Shambhoo Missir And Another vs State Of Bihar on 24 July, 1990"
4,C4_S37.0,4,Mangat Ram & Anr. v. Sardar Meharban Singh,1.06e-05,"Mangat Ram & Anr. v. Sardar Meharban Singh | D. Satyanarayana vs P. Jagadish on 15 September, 1987 | Subhash Chandra vs Mohammad Sharit And Ors on 19 December, 1989 | Payal Vision Ltd vs Radhika Choudhary on 20 September, 2012",2.2,"D. Satyanarayana vs P. Jagadish on 15 September, 1987"
4,C4_S3.0,3,"Devi Singh vs Municipal Corporation, Hyderabad on 20 July, 1972",4.03e-06,"Devi Singh vs Municipal Corporation, Hyderabad on 20 July, 1972 | Municipal Corporation, Hyderabad vs Sunder Singh | Sirajudheen vs Zeenath on 27 February, 2023",0.7,"Devi Singh vs Municipal Corporation, Hyderabad on 20 July, 1972"
4,C4_S7.0,3,"Jaydayal Poddar (Deceased) Through His ... vs Mst. Bibi Hazra And Ors on 19 October, 1973",2.915e-05,"Jaydayal Poddar (Deceased) Through His ... vs Mst. Bibi Hazra And Ors on 19 October, 1973 | Krishnanand vs The State Of Madhya Pradesh on 17 December, 1976 | Kedari Lal vs State Of Mp",1.3,"Jaydayal Poddar (Deceased) Through His ... vs Mst. Bibi Hazra And Ors on 19 October, 1973"
4,C4_S12.0,3,"State Of Maharashtra vs Manglya Dhavu Kongil on 7 January, 1972",5.46e-06,"State Of Maharashtra vs Manglya Dhavu Kongil on 7 January, 1972 | Chawla And Another vs State Of Haryana on 12 February, 1974 | Natthu_And_Ors_vs_State_Of_Uttar_Pradesh_on_11_August_1977",0.7,"State Of Maharashtra vs Manglya Dhavu Kongil on 7 January, 1972"
4,C4_S6.0,2,"Rana Ayyub vs Directorate Of Enforcement on 7 February, 2023",3.76e-06,"Rana Ayyub vs Directorate Of Enforcement on 7 February, 2023 | Abhishek Banerjee vs Directorate Of Enforcement on 9 September, 2024",0.5,"Rana Ayyub vs Directorate Of Enforcement on 7 February, 2023"
4,C4_S8.0,2,Ashoksinh Jayendrasinh vs The State Of Gujarat,3.78e-06,"Ashoksinh Jayendrasinh vs The State Of Gujarat | Md. Jabbar Ali vs The State Of Assam on 17 October, 2022",0.5,Ashoksinh Jayendrasinh vs The State Of Gujarat
4,C4_S10.0,2,Samittri Devi & Anr vs Sampuran Singh & Anr,3.88e-06,Samittri Devi & Anr vs Sampuran Singh & Anr | Mohd. Asif Naseer vs West Watch Company Through Its ...,0.5,Samittri Devi & Anr vs Sampuran Singh & Anr
4,C4_S11.0,2,"Dandu Lakshmi Reddy vs State Of A.P on 17 August, 1999",7.65e-06,"Dandu Lakshmi Reddy vs State Of A.P on 17 August, 1999 | Raghunandan vs State Of U.P on 10 January, 1974",1.0,"Raghunandan vs State Of U.P on 10 January, 1974"
4,C4_S17.0,2,Upendra Pradhan vs State Of Orissa,3.9e-06,Upendra Pradhan vs State Of Orissa | Girish Singh vs State Of Uttarakhand,0.5,Girish Singh vs State Of Uttarakhand
4,C4_S22.0,2,Malkiat_Singh_Anr_vs_State_Of_Punjab_on_8_November_1968,4.65e-06,"Malkiat_Singh_Anr_vs_State_Of_Punjab_on_8_November_1968 | Nasu Sheikh And Ors. vs The State Of Bihar on 21 March, 1972",0.5,"Nasu Sheikh And Ors. vs The State Of Bihar on 21 March, 1972"
4,C4_S26.0,2,Kirpal_Singh_vs_State_Of_U_P_on_10_May_1963,4.09e-06,Kirpal_Singh_vs_State_Of_U_P_on_10_May_1963 | Dola @ Dolagobinda Pradhan vs The State Of Odisha,0.5,Dola @ Dolagobinda Pradhan vs The State Of Odisha
4,C4_S31.0,2,"Bishwanath Prasad And Others vs Dwarka Prasad (Dead) And Others on 30 October, 1973",3.31e-05,"Bishwanath Prasad And Others vs Dwarka Prasad (Dead) And Others on 30 October, 1973 | Bharat_Singh_And_Anr_vs_Bhagirathi_on_26_August_1965",1.5,"Bishwanath Prasad And Others vs Dwarka Prasad (Dead) And Others on 30 October, 1973"
4,C4_S32.0,2,Jhummamal_Alias_Devandas_vs_State_Of_Madhya_Pradesh_Ors_on_25_August_1988,0.00011381,"Jhummamal_Alias_Devandas_vs_State_Of_Madhya_Pradesh_Ors_on_25_August_1988 | Amresh Tiwari vs Lalta Prasad Dubey & Anr on 11 April, 2000",1.0,Jhummamal_Alias_Devandas_vs_State_Of_Madhya_Pradesh_Ors_on_25_August_1988
4,C4_S35.0,2,Triyambak S. Hegde vs. Sripad,3.8e-06,"Triyambak S. Hegde vs. Sripad | K.S. Ranganatha vs Vittal Setty on 8 December, 2021",0.5,"K.S. Ranganatha vs Vittal Setty on 8 December, 2021"
4,C4_S38.0,2,"B.R. Mulani vs Dr. A.B. Aswathanarayana And Others on 17 September, 1992",3.9e-06,"B.R. Mulani vs Dr. A.B. Aswathanarayana And Others on 17 September, 1992 | Goutam Kundu vs State Of West Bengal And Anr on 14 May, 1993",0.5,"Goutam Kundu vs State Of West Bengal And Anr on 14 May, 1993"
4,C4_S39.0,2,"M.T. Enrica Lexie & Anr vs Doramma & Ors on 2 May, 2012",3.81e-06,"M.T. Enrica Lexie & Anr vs Doramma & Ors on 2 May, 2012 | Teesta Atul Setalvad vs The State Of Gujarat",0.5,Teesta Atul Setalvad vs The State Of Gujarat
4,C4_S41.0,2,"State Of Punjab vs Iqbal Singh And Ors on 10 May, 1991",3.76e-06,"State Of Punjab vs Iqbal Singh And Ors on 10 May, 1991 | Vijay Pal Singh & Ors vs State Of Uttarkhand on 16 December, 2014",0.5,"State Of Punjab vs Iqbal Singh And Ors on 10 May, 1991"
4,C4_S42.0,2,"Pala Singh & Anr vs State Of Punjab on 23 August, 1972",6.6e-06,"Pala Singh & Anr vs State Of Punjab on 23 August, 1972 | State_Of_U_P_vs_Gokaran_And_Ors_on_28_September_1984",0.5,"Pala Singh & Anr vs State Of Punjab on 23 August, 1972"
4,C4_S43.0,2,Jagbir Singh vs State (Nct Of Delhi),3.9e-06,"Jagbir Singh vs State (Nct Of Delhi) | Rajaram vs The State Of Madhya Pradesh on 16 December, 2022",0.5,Jagbir Singh vs State (Nct Of Delhi)
4,C4_S44.0,2,"Y. Narasimha Rao And Ors vs Y. Venkata Lakshmi And Anr on 9 July, 1991",4e-06,"Y. Narasimha Rao And Ors vs Y. Venkata Lakshmi And Anr on 9 July, 1991 | Dinesh Singh Thakur vs Sonal Thakur",0.5,"Y. Narasimha Rao And Ors vs Y. Venkata Lakshmi And Anr on 9 July, 1991"
4,C4_S45.0,2,Sadhu Saran Singh vs State Of U.P. & Ors,3.87e-06,Sadhu Saran Singh vs State Of U.P. & Ors | Basheera Begam vs Mohammed Ibrahim And Ors,0.5,Sadhu Saran Singh vs State Of U.P. & Ors
4,C4_S46.0,2,"Makhan Singh vs State Of Punjab on 27 July, 1988",4.16e-06,"Makhan Singh vs State Of Punjab on 27 July, 1988 | State Of Punjab vs Gurdeep Singh on 8 September, 1999",0.5,"Makhan Singh vs State Of Punjab on 27 July, 1988"
5,C5_S11.0,47,"Balwant Narayan Bhagde vs M. D. Bhagwat & Ors on 23 April, 1975",0.00015537,"Balwant Narayan Bhagde vs M. D. Bhagwat & Ors on 23 April, 1975 | M/S Larsen & Toubro Ltd vs State Of Gujarat & Ors on 18 March, 1998 | Shreenath & Another vs Rajesh & Others on 13 April, 1998 | Mathura Prasad Bajoo Jaiswal & Ors vs Dossibai N. B. Jeejeebhoy on 26 February, 1970 | Dwarka Prasad vs Dwarka Das Saraf on 11 August, 1975",4.3,"M/S Larsen & Toubro Ltd vs State Of Gujarat & Ors on 18 March, 1998"
5,C5_S6.0,36,"Babua Ram And Ors vs State Of U.P. And Anr on 4 October, 1994",0.00010592,"Babua Ram And Ors vs State Of U.P. And Anr on 4 October, 1994 | Administrator General Of West Bengal vs Collector, Varanasi on 16 February, 1988 | Raghubans_Narain_Singh_vs_The_Uttar_Pradesh_Government_Through_on_23_September_1966 | Suresh Kumar vs Town Improvement Trust, Bhopal on 3 March, 1989 | Smt. Basavva & Ors. Etc vs The Spl. Land Acquisition Officer & Ors on 15 March, 1996",2.1,"Babua Ram And Ors vs State Of U.P. And Anr on 4 October, 1994"
5,C5_S3.0,30,Hindustan Petroleum Corpn. Ltd vs Darius Shapur Chenai & Ors,0.00062949,"Hindustan Petroleum Corpn. Ltd vs Darius Shapur Chenai & Ors | Jage Ram And Ors vs State Of Haryana And Ors on 2 March, 1971 | Khub_Chand_And_Ors_vs_State_Of_Rajasthan_Ors_on_22_August_1966 | Om Prakash & Anr vs State Of U.P. & Ors on 15 July, 1998 | The State Of Uttar Pradesh & Anr vs Keshav Prasad Singh on 25 July, 1995",11.9,Savitri Devi vs State Of U.P.& Ors
5,C5_S18.0,30,Sardar_Govindrao_Mahadik_Anr_vs_Devi_Sahai_Ors_on_15_December_1981,0.00018402,"Sardar_Govindrao_Mahadik_Anr_vs_Devi_Sahai_Ors_on_15_December_1981 | Mahadeo Savlaram Shelke And Ors. vs Puna Municipal Corporation And Anr. on 24 January, 1995 | Zafar_Khan_And_Ors_vs_Board_Of_Revenue_U_P_Ors_on_31_July_1984 | Banwari Lal vs Smt. Chando Devi (Through L.R.) And ... on 11 December, 1992 | Most. Rev. P.M.A. Metropolitan & Ors vs Moran Mar Marthoma & Anr on 20 June, 1995",3.0,Binayak_Swain_vs_Ramesh_Chandra_Panigrahi_And_Another_on_10_December_1965
5,C5_S33.0,26,"Shiv Kumar Chadha Etc. Etc vs Municipal Corporation Of Delhi And Ors on 4 May, 1993",7.464e-05,"Shiv Kumar Chadha Etc. Etc vs Municipal Corporation Of Delhi And Ors on 4 May, 1993 | State Of Maharashtra vs Digambar on 12 May, 1995 | Thakore Sobhag Singh vs Thakur Jai Singh & Ors on 31 January, 1968 | Custodian_Of_Evacuee_Property_Punjab_vs_Jafran_Begum_on_20_April_1967 | Ramchandra Keshav Adke & Ors vs Govind Joti Chavare And Ors on 4 March, 1975",2.4,"Shiv Kumar Chadha Etc. Etc vs Municipal Corporation Of Delhi And Ors on 4 May, 1993"
5,C5_S2.0,24,State_Of_Madhya_Pradesh_And_Ors_vs_Vishnu_Prasad_Sharma_And_Ors_on_9_February_1966,0.0001117,"State_Of_Madhya_Pradesh_And_Ors_vs_Vishnu_Prasad_Sharma_And_Ors_on_9_February_1966 | Murari_Ors_vs_Union_Of_India_Ors_on_1_November_1996 | Ram Chand And Ors. vs Union Of India (Uoi) And Ors. on 30 September, 1993 | State Of Gujarat vs Patel Raghav Natha & Ors on 21 April, 1969 | Shri_Mithoo_Shahani_And_Ors_vs_Union_Of_India_And_Ors_on_10_March_1964",2.9,Murari_Ors_vs_Union_Of_India_Ors_on_1_November_1996
5,C5_S19.0,23,"Union Of India & Ors vs Dhanwanti Devi & Ors on 21 August, 1996",0.00040129,"Union Of India & Ors vs Dhanwanti Devi & Ors on 21 August, 1996 | Bangalore Medical Trust vs B.S. Muddappa And Ors on 19 July, 1991 | Union Of India (Uoi) vs Hari Krishan Khosla (Dead) By Lrs. on 16 September, 1992 | Prakash_Amichand_Shah_vs_State_Of_Gujarat_Ors_on_20_December_1985 | Municipal Corporation Of Greater ... vs Dr. Hakimwadi Tenants Association & Ors on 24 November, 1987",3.7,"Nagpur Improvement Trust And Another vs Vithal Rao And Others on 11 December, 1972"
5,C5_S32.0,23,Devinder Singh & Others vs State Of Punjab & Others,0.0002609,"Devinder Singh & Others vs State Of Punjab & Others | The_Collector_Distt_Magistrate_vs_Raja_Ram_Jaiswal_Etc_on_29_April_1985 | Smt_Somavanti_And_Others_vs_The_State_Of_Punjab_And_Others_And_on_2_May_1962 | Srinivasa Coop. House Building Society ... vs Madam G.Sastry on 3 May, 1994 | Ajay Krishan Shinghal Etc. Etc vs Union Of India & Ors on 6 August, 1996",8.1,"West Bengal Housing Board Etc vs Brijendra Prasad Gupta & Ors. Etc on 9 July, 1997"
5,C5_S20.0,22,Patna_Improvement_Trust_vs_Smt_Lakshmi_Devi_Others_on_7_December_1962,5.971e-05,"Patna_Improvement_Trust_vs_Smt_Lakshmi_Devi_Others_on_7_December_1962 | Gandhi Grah Nirman Sahkari Samiti Ltd. ... vs State Of Rajasthan And Ors on 30 March, 1993 | Gauri_Shankar_Gaur_And_Others_Etc_vs_State_Of_U_P_And_Others_on_12_August_1993 | Pratap And Anr vs The State Of Rajasthanand Ors on 27 February, 1996 | M_S_Girnar_Traders_vs_State_Of_Maharashtra_Ors_on_11_January_2011",2.8,Bondu Ramaswamy v. Bangalore Development Authority and Others
5,C5_S1.0,17,Raza_Buland_Sugar_Co_Ltd_vs_Municlpal_Board_Rampur_on_30_October_1964,0.0001064,"Raza_Buland_Sugar_Co_Ltd_vs_Municlpal_Board_Rampur_on_30_October_1964 | State Of Haryana vs Raghubir Dayal on 10 November, 1994 | Dr_G_H_Grant_vs_State_Of_Bihar_on_30_March_1965 | Manchegowda_Etc_vs_State_Of_Karnataka_Etc_on_17_April_1984 | State Of Tamil Nadu & Anr. Etc vs Mahalakshmi Ammal & Ors. Etc on 16 November, 1995",2.6,Raza_Buland_Sugar_Co_Ltd_vs_Municlpal_Board_Rampur_on_30_October_1964
